input,target
오늘 광주로 이동하겠습니다.,오늘 광주로 이동하겠노ㄷㄷ
내일 밤에 출발해도 될까요?,내일 밤에 출발해도 될까요노?ㅋㅋㅋ
가격이 다소 높은 편입니다.,가격이 쪼끔 높은 편노ㅋㅋㅋ
집이(가) 너무 붐빕니다.,집이 너무 붐빕니다누ㅋㅋㅋ
오버워치 실력이 매우 늘었습니다.,오버워치 실력이 개 늘었노
약속 시간이 조금 빠듯합니다.,약속 시간이 살짝 빠듯노ㅎㅎ
저녁에 카페에서 뵙겠습니다.,저녁에 카페에서 뵙겠노ㄷㄷ
집에 다음 주에 도착하겠습니다.,집에 다음 주에 도착하겠누ㅎㅎ
오늘 농구 경기가 정말 재미있었습니다.,오늘 농구 경기가 진짜 꿀잼었노ㄷㄷ
점심에 도서관에서 뵙겠습니다.,점심에 도서관에서 뵙겠노ㅋㅋ
오늘 파리 날씨가 정말 좋습니다.,오늘 파리 날씨가 개 지리누
오늘 파리 날씨가 정말 좋습니다.,오늘 파리 날씨가 ㄹㅇ 쩔누
내일에 회의 일정을 조율하겠습니다.,내일에 회의 일정을 조율하겠노ㅋㅋㅋ
집에 모레에 도착하겠습니다.,집에 모레에 도착하겠노
내일에 회의 일정을 조율하겠습니다.,내일에 회의 일정을 조율하겠노
집에 내일에 도착하겠습니다.,집에 내일에 도착하겠누
디아 실력이 매우 늘었습니다.,디아 실력이 겁나 늘었노
점심에 공원에서 뵙겠습니다.,점심에 공원에서 뵙겠노
오늘 파리 날씨가 정말 좋습니다.,오늘 파리 날씨가 ㄹㅇ 지리노
카메라을 어디에 두셨는지 기억나십니까?,카메라을 어디에 두셨는지 기억나십니까노?ㅋㅋ
도서관이(가) 너무 붐빕니다.,도서관이 너무 붐빕니다누
키보드 배터리가 너무 빨리 닳습니다.,키보드 배터리가 너무 빨리 닳누ㅎㅎ
내일에 발표이 있으니 늦지 말아 주세요.,내일에 발표이 있으니 늦지 말아 줘노ㅋㅋ
밤에 역에서 뵙겠습니다.,밤에 역에서 뵙겠노
도움 주셔서 진심으로 감사합니다.,빽 주셔서  감사누!!
학교에 평일에 도착하겠습니다.,학교에 평일에 도착하겠노
약속 시간이 조금 빠듯합니다.,약속 시간이 쬐끔 빠듯노!!
아침에 보고서이 있으니 늦지 말아 주세요.,아침에 보고서이 있으니 늦지 말아 줘누
지갑 배터리가 너무 빨리 닳습니다.,지갑 배터리가 너무 빨리 닳노
오늘 서울 날씨가 정말 좋습니다.,오늘 서울 날씨가 ㄹㅇ 지리노
회사이(가) 너무 붐빕니다.,회사가 너무 붐빕니다노
집에 밤에 도착하겠습니다.,집에 밤에 도착하겠노ㅋㅋ
오늘 파리 날씨가 정말 좋습니다.,오늘 파리 날씨가 ㄹㅇ 쩔노
이 피자은 정말 맛있습니다.,이 피자은 ㄹㅇ 개맛있노
가격이 다소 높은 편입니다.,가격이 쪼끔 높은 편누ㅋㅋ
밤에 버정에서 뵙겠습니다.,밤에 버정에서 뵙겠노
도움 주셔서 진심으로 감사합니다.,도움 주셔서  감사노
의견 주시면 감사하겠습니다.,의견 주시면 감사하겠노
오늘 역이(가) 예상보다 한산합니다.,오늘 역이 예상보다 한산노
오늘 클라이밍 경기가 정말 재미있었습니다.,오늘 클라이밍 경기가 진짜 꿀잼었누
모레에 발표이 있으니 늦지 말아 주세요.,모레에 발표이 있으니 늦지 말아 줘노ㅋㅋㅋ
이 치킨은 정말 맛있습니다.,이 치킨은 진짜 존맛누
이 떡볶이은 정말 맛있습니다.,이 떡볶이은 진짜 개맛있누
오늘 배구 경기가 정말 재미있었습니다.,오늘 배구 경기가 진짜 개꿀잼었노
이 버거은 정말 맛있습니다.,이 버거은 존나 개맛있누
밤에 회의 일정을 조율하겠습니다.,밤에 회의 일정을 조율하겠노ㅋㅋㅋ
이 문장을 간단하게 바꿔 주세요.,이 문장을 간단하게 바꿔 줘노ㅋㅋ
사진 화질이 조금 아쉽습니다.,사진 화질이 쬐끔 아쉽누ㅋㅋㅋ
다음 주까지는 완료하겠습니다.,다음 주까지 완료하겠노ㅎㅎ
연락이 늦어 죄송합니다.,연락이 늦어 죄송노!!
폰을 회사에 두고 온 것 같습니다.,폰을 회사에 두고 온 것 같노!!
노트북을 역에 두고 온 것 같습니다.,노트북을 역에 두고 온 것 같노
공원에 다음 주에 도착하겠습니다.,공원에 다음 주에 도착하겠노ㅋㅋㅋ
역에 점심에 도착하겠습니다.,역에 점심에 도착하겠누!!
내일까지 결과를 보내 주십시오.,내일까지 결과를 보내 줘노!!
가격이 다소 높은 편입니다.,가격이 쪼끔 높은 편노!!
버정이(가) 너무 붐빕니다.,버정이 너무 붐빕니다노ㅋㅋ
사진을 첨부해 드렸습니다.,사진을 첨부해 드렸노
오늘 공원이(가) 예상보다 한산합니다.,오늘 공원이 예상보다 한산누!!
지금 바로 처리하겠습니다.,지금 바로 처리하겠노ㅎㅎ
사탐 숙제를 아직 제출하지 못했습니다.,사탐 숙제를 아직 제출하지 못했노
오늘 일정은 여기까지 하겠습니다.,오늘 일정은 여기까진 하겠누ㅋㅋ
이어폰을 학교에 두고 온 것 같습니다.,이어폰을 학교에 두고 온 것 같누ㅋㅋㅋ
집이(가) 너무 붐빕니다.,집이 너무 붐빕니다노!!
약속 시간이 조금 빠듯합니다.,약속 시간이 살짝 빠듯누ㅎㅎ
도서관이(가) 너무 붐빕니다.,도서관이 너무 붐빕니다누ㅋㅋㅋ
오늘 뉴욕 날씨가 정말 좋습니다.,오늘 뉴욕 날씨가 ㄹㅇ 지리누
저녁에 공원에서 뵙겠습니다.,저녁에 공원에서 뵙겠누
늦어서 정말 죄송합니다.,늦어서 ㄹㅇ 죄송누ㅎㅎ
이 문장을 간단하게 바꿔 주세요.,이 문장을 간단하게 바꿔 줘노
사진 화질이 조금 아쉽습니다.,사진 화질이 쬐끔 아쉽노ㅎㅎ
카페에 모레에 도착하겠습니다.,카페에 모레에 도착하겠누
다음 단계로 진행하겠습니다.,다음 단계로 진행하겠누ㅎㅎ
오늘 카페 근처에 계신가요?,오늘 카페 근처에 있노?
조심히 들어가세요.,조심히 들어가세요누
주말에 공원에서 뵙겠습니다.,주말에 공원에서 뵙겠누
학교에 주말에 도착하겠습니다.,학교에 주말에 도착하겠노
약속 시간이 조금 빠듯합니다.,약속 시간이 쪼끔 빠듯노ㅎㅎ
사탐 숙제를 아직 제출하지 못했습니다.,사탐 숙제를 아직 제출하지 못했누ㅋㅋ
가능하시다면 지금 시작하겠습니다.,가능하시다면 지금 시작하겠노ㄷㄷ
약속 시간이 조금 빠듯합니다.,약속 시간이 쬐끔 빠듯누ㅋㅋ
공원이(가) 너무 붐빕니다.,공원이 너무 붐빕니다누ㅋㅋㅋ
이 떡볶이은 정말 맛있습니다.,이 떡볶이은 존나 개맛있누ㅎㅎ
약속 시간이 조금 빠듯합니다.,약속 시간이 살짝 빠듯노
헬스장이(가) 너무 붐빕니다.,헬스장이 너무 붐빕니다누!!
오늘 집이(가) 예상보다 한산합니다.,오늘 집이 예상보다 한산누ㅋㅋ
헬스장에 모레에 도착하겠습니다.,헬스장에 모레에 도착하겠노
공원에 모레에 도착하겠습니다.,공원에 모레에 도착하겠노!!
오늘 학교이(가) 예상보다 한산합니다.,오늘 학교가 예상보다 한산누
물리 숙제를 아직 제출하지 못했습니다.,물리 숙제를 아직 제출하지 못했누ㅎㅎ
배그 실력이 매우 늘었습니다.,배그 실력이 개 늘었노ㄷㄷ
책을 집에 두고 온 것 같습니다.,책을 집에 두고 온 것 같누
아침에 역에서 뵙겠습니다.,아침에 역에서 뵙겠노ㅎㅎ
저녁에 공원에서 뵙겠습니다.,저녁에 공원에서 뵙겠노
오늘 모레에 운동하실 수 있나요?,오늘 모레에 운동하실 수 있노?ㄷㄷ
이 버거은 정말 맛있습니다.,이 버거은 ㄹㅇ 개맛있노ㅎㅎ
약속 시간이 조금 빠듯합니다.,약속 시간이 살짝 빠듯노!!
버정이(가) 너무 붐빕니다.,버정이 너무 붐빕니다노ㅋㅋㅋ
저녁에 버정에서 뵙겠습니다.,저녁에 버정에서 뵙겠누
오늘 학교 근처에 계신가요?,오늘 학교 근처에 있노?ㅎㅎ
오늘 제주도 날씨가 정말 좋습니다.,오늘 제주도 날씨가 진짜 쩔누
주말에 회사에서 뵙겠습니다.,주말에 회사에서 뵙겠노ㅋㅋ
주말에 회의이 있으니 늦지 말아 주세요.,주말에 회의이 있으니 늦지 말아 줘노
이어폰을 헬스장에 두고 온 것 같습니다.,이어폰을 헬스장에 두고 온 것 같노
밤에 역에서 뵙겠습니다.,밤에 역에서 뵙겠노ㅋㅋㅋ
주말에 마감이 있으니 늦지 말아 주세요.,주말에 마감이 있으니 늦지 말아 줘노ㅋㅋ
가능하시다면 지금 시작하겠습니다.,가능하시다면 지금 시작하겠노!!
늦어서 정말 죄송합니다.,늦어서 ㄹㅇ 죄송노!!
오늘 제주도 날씨가 정말 좋습니다.,오늘 제주도 날씨가 존나 지리노ㅋㅋㅋ
밤에 회사에서 뵙겠습니다.,밤에 회사에서 뵙겠누
연락이 늦어 죄송합니다.,연락이 늦어 죄송노
밤에 회의 일정을 조율하겠습니다.,밤에 회의 일정을 조율하겠누
역에 점심에 도착하겠습니다.,역에 점심에 도착하겠노
연락이 늦어 죄송합니다.,연락이 늦어 죄송노ㅎㅎ
오늘 클라이밍 경기가 정말 재미있었습니다.,오늘 클라이밍 경기가 개 개꿀잼었노
마우스을 집에 두고 온 것 같습니다.,마우스을 집에 두고 온 것 같누
탭 배터리가 너무 빨리 닳습니다.,탭 배터리가 너무 빨리 닳누ㅎㅎ
배그 실력이 매우 늘었습니다.,배그 실력이 겁나 늘었노ㄷㄷ
오늘 도쿄 날씨가 정말 좋습니다.,오늘 도쿄 날씨가 겁나 지리누
키보드을 버정에 두고 온 것 같습니다.,키보드을 버정에 두고 온 것 같노
밤에 면접이 있으니 늦지 말아 주세요.,밤에 면접이 있으니 늦지 말아 줘노!!
노트북을 카페에 두고 온 것 같습니다.,노트북을 카페에 두고 온 것 같노
오늘 부산 날씨가 정말 좋습니다.,오늘 부산 날씨가 존나 쩔누
오늘 수영 경기가 정말 재미있었습니다.,오늘 수영 경기가 진짜 개꿀잼었누ㅋㅋㅋ
폰 배터리가 너무 빨리 닳습니다.,폰 배터리가 너무 빨리 닳노!!
늦어서 정말 죄송합니다.,늦어서 진짜 죄송누ㅋㅋㅋ
오늘 야구 경기가 정말 재미있었습니다.,오늘 야구 경기가 진짜 꿀잼었노
오늘 대전로 이동하겠습니다.,오늘 대전로 이동하겠누ㅋㅋ
도움 주셔서 진심으로 감사합니다.,도움 주셔서  감사누ㅋㅋ
지구과학 숙제를 아직 제출하지 못했습니다.,지구과학 숙제를 아직 제출하지 못했누ㅎㅎ
국어 숙제를 아직 제출하지 못했습니다.,국어 숙제를 아직 제출하지 못했누ㄷㄷ
오늘 카페이(가) 예상보다 한산합니다.,오늘 카페가 예상보다 한산노ㅋㅋㅋ
테니스 연습은 잘 되고 있습니까?,테니스 연습은 잘 되고 있노?ㅋㅋㅋ
연락이 늦어 죄송합니다.,연락이 늦어 죄송노ㄷㄷ
화학 숙제를 아직 제출하지 못했습니다.,화학 숙제를 아직 제출하지 못했노
키보드을 회사에 두고 온 것 같습니다.,키보드을 회사에 두고 온 것 같노ㅎㅎ
오늘 회사이(가) 예상보다 한산합니다.,오늘 회사가 예상보다 한산노
폰을 카페에 두고 온 것 같습니다.,폰을 카페에 두고 온 것 같누
오늘 대구 날씨가 정말 좋습니다.,오늘 대구 날씨가 개 지리누
내일까지 결과를 보내 주십시오.,내일까지 결과를 보내 줘누ㅋㅋㅋ
오늘 밤에 운동하실 수 있나요?,오늘 밤에 운동하실 수 있노?ㅎㅎ
오늘 도쿄 날씨가 정말 좋습니다.,오늘 도쿄 날씨가 진짜 지리누
이 비빔밥은 정말 맛있습니다.,이 비빔밥은 ㄹㅇ 존맛누
내일 평일에 출발해도 될까요?,내일 평일에 출발해도 될까요노?ㄷㄷ
저녁에 회의 일정을 조율하겠습니다.,저녁에 회의 일정을 조율하겠노ㅎㅎ
사진 몇 장만 더 보내 주실 수 있을까요?,사진 몇 장만 더 보내 주실 수 있을까요노?!!
의견 주시면 감사하겠습니다.,의견 주시면 감사하겠누!!
버정이(가) 너무 붐빕니다.,버정이 너무 붐빕니다누ㄷㄷ
이 삼겹살은 정말 맛있습니다.,이 삼겹살은 존나 개맛있노
책 배터리가 너무 빨리 닳습니다.,책 배터리가 너무 빨리 닳노ㅎㅎ
오늘 서울로 이동하겠습니다.,오늘 서울로 이동하겠누ㅋㅋ
오늘 일정은 여기까지 하겠습니다.,오늘 일정은 여기까진 하겠노ㅋㅋㅋ
오늘 인천 날씨가 정말 좋습니다.,오늘 인천 날씨가 진짜 쩔누!!
지금 통화 가능하신가요?,지금 통화 가능하노?ㅋㅋ
연락이 늦어 죄송합니다.,연락이 늦어 죄송누
오늘 수영 경기가 정말 재미있었습니다.,오늘 수영 경기가 ㄹㅇ 개꿀잼었노
마크 실력이 매우 늘었습니다.,마크 실력이 개 늘었노
늦어서 정말 죄송합니다.,늦어서 진짜 죄송누ㅋㅋ
오늘 축구 경기가 정말 재미있었습니다.,오늘 축구 경기가 ㄹㅇ 꿀잼었노
오늘 러닝 경기가 정말 재미있었습니다.,오늘 러닝 경기가 진짜 꿀잼었누
아침에 발표이 있으니 늦지 말아 주세요.,아침에 발표이 있으니 늦지 말아 줘노
오늘 인천로 이동하겠습니다.,오늘 인천로 이동하겠노
저녁에 발표이 있으니 늦지 말아 주세요.,저녁에 발표이 있으니 늦지 말아 줘누
다음 주까지는 완료하겠습니다.,다음 주까지 완료하겠누ㅋㅋㅋ
역이(가) 너무 붐빕니다.,역이 너무 붐빕니다누ㅋㅋ
배구 연습은 잘 되고 있습니까?,배구 연습은 잘 되고 있노?ㅋㅋㅋ
오늘 학교 근처에 계신가요?,오늘 학교 근처에 있노?!!
오늘 카페이(가) 예상보다 한산합니다.,오늘 카페가 예상보다 한산누!!
회사에 내일에 도착하겠습니다.,회사에 내일에 도착하겠누
책 배터리가 너무 빨리 닳습니다.,책 배터리가 너무 빨리 닳누
모레에 학교에서 뵙겠습니다.,모레에 학교에서 뵙겠누
오늘 테니스 경기가 정말 재미있었습니다.,오늘 테니스 경기가 ㄹㅇ 꿀잼었노
오늘 서울 날씨가 정말 좋습니다.,오늘 서울 날씨가 ㄹㅇ 지리누
저녁에 버정에서 뵙겠습니다.,저녁에 버정에서 뵙겠노!!
내일에 미팅이 있으니 늦지 말아 주세요.,내일에 미팅이 있으니 늦지 말아 줘누ㅋㅋ
문서를 검토한 뒤 회신드리겠습니다.,문서를 검토한 뒤 회신드리겠누ㅋㅋ
오늘 러닝 경기가 정말 재미있었습니다.,오늘 러닝 경기가 진짜 개꿀잼었노
책을 도서관에 두고 온 것 같습니다.,책을 도서관에 두고 온 것 같노
마크 실력이 매우 늘었습니다.,마크 실력이 겁나 늘었노ㅎㅎ
마우스을 학교에 두고 온 것 같습니다.,마우스을 학교에 두고 온 것 같누
점심에 미팅이 있으니 늦지 말아 주세요.,점심에 미팅이 있으니 늦지 말아 줘누
오늘 도쿄 날씨가 정말 좋습니다.,오늘 도쿄 날씨가 ㄹㅇ 지리누ㅎㅎ
오늘 헬스장이(가) 예상보다 한산합니다.,오늘 헬스장이 예상보다 한산노
늦어서 정말 죄송합니다.,늦어서 진짜 죄송노ㅋㅋ
다음 주에 헬스장에서 뵙겠습니다.,다음 주에 헬스장에서 뵙겠누
내일에 공원에서 뵙겠습니다.,내일에 공원에서 뵙겠노
오늘 수영 경기가 정말 재미있었습니다.,오늘 수영 경기가 진짜 개꿀잼었누
카메라 배터리가 너무 빨리 닳습니다.,카메라 배터리가 너무 빨리 닳누ㄷㄷ
배그 실력이 매우 늘었습니다.,배그 실력이 개 늘었노ㅎㅎ
집이(가) 너무 붐빕니다.,집이 너무 붐빕니다누ㅋㅋ
밤에 헬스장에서 뵙겠습니다.,밤에 헬스장에서 뵙겠누
조심히 들어가세요.,조심히 들어가세요누ㄷㄷ
카메라을 학교에 두고 온 것 같습니다.,카메라을 학교에 두고 온 것 같누!!
